feature1,feature2,target
-5.5506790015499705,-10.052957647442158,0
15.301750238750936,-4.212767469932312,0
-3.7956540039334317,6.015409802828223,0
-3.0764460382900563,-11.133544137612471,0
3.836070048964364,2.3989768894497034,0
-4.007829890698749,-11.668786410604138,0
0.006291555291576323,5.290072258065763,0
-3.845877493941851,6.212908980999405,0
-3.5733431259639477,6.348036791182938,0
3.672253933765391,-12.913693642486281,0
8.580388330882691,-10.252007975008581,0
0.08249419125669011,-13.522606652071719,0
15.22208527885647,-1.8845028767118477,0
-7.890960298361698,-7.630561141240233,0
-8.876406062275418,-2.4474987969535054,0
13.554592315518429,-6.132271498713653,0
-8.137648500233215,1.111347748017006,0
14.6795539000891,-1.9928840924379008,0
2.631934800353199,3.3941829764173432,0
15.418997444925099,-1.7658061879047187,0
1.7011922948966414,5.9685969790152695,0
14.068813701514758,-5.735643672705023,0
-2.84420568439824,-11.870979142776147,0
15.61528262517334,0.37400690826348215,0
-1.541426158528933,5.258903824194752,0
-0.11927476433550122,-12.883852002075326,0
15.623668037061263,-1.2168659488103548,0
-2.5155013547234946,-12.159528821725342,0
3.2699385804925525,-12.4422358379621,0
6.33999263994199,-12.066581780450722,0
-5.356060871589877,-10.277927200419839,0
3.9084239069063123,-12.716957427354867,0
0.6592828196468955,-12.111318534381585,0
14.564356548535114,-4.593498626323203,0
1.0693930577811042,5.834258271019421,0
-10.024636394921098,-2.046353470500239,0
15.147746174285977,-2.6621686623467835,0
13.546854637835478,-5.426242027620604,0
-5.55256507974402,-10.160781385575355,0
2.4433902976144437,-12.88797518603529,0
-8.64084858883496,-1.4829579668086137,0
-7.84021924411206,4.512838144324562,0
-5.267390865033891,-10.179418322320675,0
-8.690697147014921,-6.096316952841544,0
1.0611515146931851,-12.092282787955591,0
-1.3068053177670764,6.332604035461773,0
15.802197188544282,-2.2763370262876133,0
15.985018776277661,-1.1828845230077192,0
6.720192123286695,-12.652720888871922,0
-1.6665059658964168,-12.441037451632505,0
-9.641891516186977,-3.5040624587644547,0
10.673387566706964,-7.515892854406843,0
5.577069444318497,-11.803391434056484,0
-6.055222121750267,4.578677726262113,0
15.341421505442318,-3.8603750895635955,0
11.99863956015174,-9.130373868208782,0
15.480851417038627,-2.3298898469863403,0
8.42713081126738,-10.719318772468062,0
4.2289185442906625,-13.441363946634706,0
-6.2502795616474955,-8.405963579580085,0
14.862152574955854,-3.090538775623848,0
12.971129140331227,-6.471770802369087,0
0.5487638880422148,5.970796430028459,0
2.812731625823687,5.5517624625382425,0
-8.58262421858234,-7.0119235883739375,0
10.999752684663312,-8.349836585035273,0
15.291910592235592,-0.8562042705112142,0
-6.646626441096494,4.767704313302614,0
2.5151628239523642,-12.303187981440509,0
-7.634498429023372,-7.744871358436333,0
15.44317842505256,-1.4398459467941034,0
13.493506675115702,-7.495232679583618,0
12.674470586881204,-7.168828193417457,0
-5.121300331806506,-10.600487970635475,0
-6.17658446988162,-8.318125301115005,0
-9.342666151194218,-1.6466494268700653,0
-0.03555383495372044,5.971276236303036,0
13.317016826268546,-6.810510494405888,0
11.355389127081642,-8.609431759260822,0
15.014783187359354,0.17471857356146858,0
16.14902581249052,0.21261582816089677,0
0.583290937867045,-12.962534694329667,0
9.434280941689538,-9.457257807552875,0
15.400282797292991,-2.01072563637035,0
12.655923012166113,-6.743631010925514,0
-9.633616457059594,1.0952901693020913,0
-5.794901686353238,-10.574082498997504,0
-5.290512826138818,5.296841001773754,0
15.275999615512662,-3.132857208393576,0
1.8925074413354723,-11.969669367595483,0
-8.929205479386896,1.5785612982620227,0
5.665021933619214,-12.204554976035697,0
2.8176951323877866,-12.545846312434676,0
-9.13960774224405,-6.746423059480529,0
-4.1220165386999845,7.524644944775478,0
6.061471605138185,-12.11404572883933,0
-1.9369315304361618,-11.953718582445688,0
9.77923947880983,-9.424129948033727,0
-2.145039889707107,-11.765299459251727,0
13.43172491289764,-6.734131047482874,0
6.185815736268308,9.372155891327502,1
