feature1,feature2,target
-1.0781611939728053,0.06336772052276685,0
0.93980859328292,0.4571194992357245,0
0.6951514353771587,0.642107065426182,0
1.1501733977964934,-0.34787103017655474,1
0.24917315641302343,-0.06854410645185507,1
0.3219453472268047,0.25062234129637506,1
-0.7121530323506634,0.8261101943380216,0
1.5315948148071679,-0.15728744927953905,1
1.9574656307580907,-0.08165575903355596,1
0.1436864901343057,0.9349905473560514,0
-0.4026369901056343,0.6825943732831425,0
1.9384338180922869,-0.15088103126259791,1
1.5653533071669428,-0.40559396997704156,1
-0.8442927545892797,0.48533213014627785,0
1.8625967035668403,0.18248773437348118,1
1.9226235347567766,-0.06382038548633512,1
-0.0002236894026249603,1.3596768536551787,0
1.0305763131824546,-0.5277347835162681,1
-1.0739896303875467,0.6922864799904523,0
-0.35901054172643715,0.7024979312273384,0
0.3689120887216015,-0.007518391935095514,1
0.9077926174946161,0.6133069509869645,0
0.9786430359749786,-0.6813955730368938,1
-0.8245265884145769,0.3880170935875402,0
-0.36209591504067573,0.738278774153369,0
-0.4397448770170109,0.7754366107465889,0
-0.7733388446653043,0.6484849500879958,0
-0.46355253100203486,0.9908057676938157,0
0.16837894879677254,-0.1908148935146165,1
0.26729387388205317,-0.4654925423735032,1
1.0912940058431317,0.24579338061235823,0
1.0226608284341763,0.6213348180093969,0
0.23651514619233088,0.9988725675350001,0
-0.9346948281823025,0.6848995630678907,0
0.871413619924889,-0.3532971275519141,1
0.0143421968397081,0.35281677386157834,1
0.537313529061977,-0.28494265159917526,1
0.545785539455171,-0.30579682486904025,1
1.6009022878577217,-0.44731503118214305,1
-0.8841714425574764,0.5898242028709484,0
-0.6987538714764656,0.6067797597873049,0
2.0924979172620355,0.7010167011889199,1
0.39152928003364185,0.8128073265565525,0
0.8823475644344266,0.6977831404040573,0
0.36482263053008995,0.01714217192812148,1
1.8481035983667784,0.5807082370520421,1
0.7413779811311505,0.7051761846581528,0
0.8693439494104607,0.6056409875097868,0
0.7987831041046849,-0.3480153478929198,1
-0.7005050081820405,0.40202649131770846,0
0.29670566090919165,0.21843547948644512,1
1.7133538352835926,-0.20816457034968522,1
0.8145540829273921,-0.0671138630077262,0
0.3462440081592686,-0.3629810463319385,1
0.13607116545908005,-0.09387680285091589,1
-0.9467838873042065,0.7881873899480285,0
0.6408998538632413,-0.44287243456295167,1
-1.1334645834275685,-0.0184946536111424,0
1.888917755115217,-0.2364669243435961,1
-0.9130354708136845,-0.09557472772722353,0
1.9384123031800673,-0.03806388830225588,1
-0.7934713528291288,0.1877388162972956,0
0.5561915556050899,0.8988809571647811,0
1.0855708946153153,0.2773769935389716,0
0.3773918009728967,0.6456239204277563,0
0.060550556906653924,0.18213539572845236,1
0.1856218718368721,0.9241345323469541,0
1.997736172606513,-0.05386754177466552,1
-0.8176857201013623,0.4716935851473609,0
0.6411794268171749,-0.16192934738259485,1
-0.2466066807441268,1.2754247088457848,0
0.235528055570267,-0.44773753434372776,1
1.3507363315121284,-0.14155344203373577,1
0.26355749255510275,0.8239534100757799,0
-0.03549490400316019,-0.05640859316755961,1
-0.21535269316571698,-0.09595946164562968,1
0.9099695593359948,0.9330812797302188,0
0.6536702147016221,-0.5148505344028504,1
0.008776335346026624,0.8521995392675483,1
0.12105370552967035,0.2944405829183039,1
0.9676180475971518,0.07255841072413856,0
-0.6689700386009213,0.6617018338601438,0
-0.17376834747228756,1.1859195787128738,0
1.836097881350373,0.4450351905821101,1
2.070975978311252,0.25949787516488254,1
-0.8370274672711061,0.41352022880464445,0
1.2839213066840176,-0.40300812107224876,1
0.5481635830798862,0.8399525330577732,0
1.8661573988785556,0.16494414702111632,1
-0.2140845575148676,1.1520303973844623,0
0.8203465299103486,0.7299847297918979,0
0.6390710577201981,-0.3323289610670932,1
0.08326400918657607,0.36175287281280977,1
0.2318492582102326,0.6829398881421606,0
0.8393122115587265,0.5163107409876849,0
2.220367855052293,0.2760709227055085,1
1.2357330724125803,-0.4156587830482039,1
0.9837506736236905,0.32889135695652205,0
0.5763825199072186,0.898121022521408,0
0.1588460227884781,0.03518827760553797,1
0.951298743487514,0.034628251137492586,0
0.814073113586498,1.009509492331552,0
0.4954342994702905,-0.5388275950920278,1
1.038423599993501,-0.669320512262961,1
0.1561087758139693,0.318325858679039,1
0.721479835619282,-0.4861303099490792,1
0.6365684554464035,0.5775981731834948,0
-0.43270900207266694,1.04292625181102,0
0.1637082682052411,0.3320196625546706,1
0.8241662890636049,-0.4632650553321341,1
1.5838663803921793,-0.23514416506986666,1
1.1731531507613386,-0.07160725958629811,0
1.8998624258875219,0.6722887714391581,1
0.8052768096551902,-0.2583336223798533,1
-0.650958323449113,0.7950774161822876,0
0.15238416015622214,-0.17399832334666357,1
-0.2533958787086369,1.011623239510942,0
0.2475511502369912,0.9981387039319696,0
1.1985735171310739,-0.5362525323821794,1
0.5790724815898474,0.8447979324560827,0
0.3073682750061068,1.1024278873978437,0
0.10309540676277844,0.25700459950970644,1
1.5150123723020108,-0.4238737502547188,1
1.1400153378239348,-0.19980739524173924,1
0.881536619968331,0.9851073399154351,0
0.7286246593313283,0.813215369488457,0
1.670908029794069,0.15937443990971473,1
0.897091449405096,-0.7001134692796323,1
-0.6863634722284848,0.26912111870619504,0
0.04016198575778873,0.9993722875354638,0
1.6396221904151285,-0.1869912816327898,1
0.1905444093362082,1.2183535697663868,0
-0.8824024456720314,0.1381564793819805,0
1.1312731709044994,-0.5321546202290144,1
0.24912829672866815,0.81420056592978,0
0.6942521081919711,-0.44710988628984866,1
1.0368171962561958,0.13686449854978183,0
-0.35527857887375425,0.2068045312269499,1
-0.12713249951433933,0.9855157207166031,0
0.5389083963499542,-0.3206731602346923,1
2.051111579869917,-0.020191091698078735,1
1.7390995385103214,-0.35802750710122755,1
1.6976380209553428,0.15052885940710925,1
0.1749329859513781,1.2310797772116024,0
-0.9478605432671896,0.5214801985481318,0
0.5086211276851496,1.1885632016171177,0
0.9926590071174913,0.4529999609964863,0
0.0754248176951508,0.36095333226578136,1
-0.8139617244135445,0.27606120705730197,0
-1.0269068641591081,0.4458325704111262,0
